MACROREGION_NAME,CATEGORY,SHOP_SKU,MARKET_SKU,OFFER_NAME,LENGTH,WIDTH,HEIGHT,VOLUME,TURNOVER,AMOUNT,MARKET_RECOMMENDATION,AVG_SOLD_VOLUME,AVG_SOLD_ITEMS,AVG_SOLD_VOLUME_ON_STOCK,ITEMS_ON_STOCK,_LOADED_AT,_SOURCE_FILE
Москва,"Одежда, обувь и аксессуары",ACC-005,100373922635,Accessorie #5,350,250,40,3.5,3696.0,-,,0.1875,0.053571,693,198,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-02-28/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",ACC-005,100373922635,Accessorie #5,350,250,40,3.5,3864.0,-,,0.1875,0.053571,724,207,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-02-28/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-001,100994134931,T-Shirt #1,350,250,40,3.5,2387.0,-,,0.33871,0.096774,808,231,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-001,100994134931,T-Shirt #1,350,250,40,3.5,1746.333333,-,,0.33871,0.096774,592,169,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-002,100023731241,T-Shirt #2,350,250,40,3.5,448.965517,-,,1.637097,0.467742,735,210,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-002,100023731241,T-Shirt #2,350,250,40,3.5,434.0,-,,1.637097,0.467742,710,203,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-003,100563929279,T-Shirt #3,350,250,40,3.5,4340.0,-,,0.225806,0.064516,980,280,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-003,100563929279,T-Shirt #3,350,250,40,3.5,4417.5,-,,0.225806,0.064516,998,285,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-004,100112648476,T-Shirt #4,350,250,40,3.5,1078.8,-,,0.564516,0.16129,609,174,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-004,100112648476,T-Shirt #4,350,250,40,3.5,806.0,-,,0.564516,0.16129,455,130,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-005,100907478922,T-Shirt #5,350,250,40,3.5,1928.888889,-,,0.508065,0.145161,980,280,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-005,100907478922,T-Shirt #5,350,250,40,3.5,1880.666667,-,,0.508065,0.145161,956,273,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-006,100904405552,T-Shirt #6,350,250,40,3.5,1618.888889,-,,0.508065,0.145161,822,235,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-006,100904405552,T-Shirt #6,350,250,40,3.5,1308.888889,-,,0.508065,0.145161,665,190,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-007,100680139942,T-Shirt #7,350,250,40,3.5,744.0,-,,0.959677,0.274194,714,204,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-007,100680139942,T-Shirt #7,350,250,40,3.5,831.529412,-,,0.959677,0.274194,798,228,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-008,100251702583,T-Shirt #8,350,250,40,3.5,843.2,-,,1.129032,0.322581,952,272,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-008,100251702583,T-Shirt #8,350,250,40,3.5,734.7,-,,1.129032,0.322581,830,237,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-009,100013765025,T-Shirt #9,350,250,40,3.5,795.666667,-,,1.016129,0.290323,808,231,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-009,100013765025,T-Shirt #9,350,250,40,3.5,706.111111,-,,1.016129,0.290323,718,205,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-010,100415241284,T-Shirt #10,350,250,40,3.5,343.268293,-,,2.314516,0.66129,794,227,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-010,100415241284,T-Shirt #10,350,250,40,3.5,252.536585,-,,2.314516,0.66129,584,167,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-011,100875322066,T-Shirt #11,350,250,40,3.5,930.0,-,,0.959677,0.274194,892,255,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-011,100875322066,T-Shirt #11,350,250,40,3.5,784.117647,-,,0.959677,0.274194,752,215,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-012,100140725608,T-Shirt #12,350,250,40,3.5,514.787879,-,,1.862903,0.532258,959,274,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-012,100140725608,T-Shirt #12,350,250,40,3.5,285.575758,-,,1.862903,0.532258,532,152,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-001,100915290107,Hoodie #1,350,250,40,3.5,1464.75,-,,0.451613,0.129032,662,189,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-001,100915290107,Hoodie #1,350,250,40,3.5,1340.75,-,,0.451613,0.129032,606,173,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-002,100944886337,Hoodie #2,350,250,40,3.5,1904.285714,-,,0.395161,0.112903,752,215,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-002,100944886337,Hoodie #2,350,250,40,3.5,1452.571429,-,,0.395161,0.112903,574,164,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-003,100632289495,Hoodie #3,350,250,40,3.5,1512.8,-,,0.564516,0.16129,854,244,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-003,100632289495,Hoodie #3,350,250,40,3.5,1655.4,-,,0.564516,0.16129,934,267,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-004,100189397364,Hoodie #4,350,250,40,3.5,1271.0,-,,0.790323,0.225806,1004,287,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-004,100189397364,Hoodie #4,350,250,40,3.5,1071.714286,-,,0.790323,0.225806,847,242,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-005,100837022690,Hoodie #5,350,250,40,3.5,1058.769231,-,,0.733871,0.209677,777,222,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-005,100837022690,Hoodie #5,350,250,40,3.5,1244.769231,-,,0.733871,0.209677,914,261,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-006,100833949272,Hoodie #6,350,250,40,3.5,3658.0,-,,0.225806,0.064516,826,236,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-006,100833949272,Hoodie #6,350,250,40,3.5,2371.5,-,,0.225806,0.064516,536,153,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-007,100756888782,Hoodie #7,350,250,40,3.5,711.652174,-,,1.298387,0.370968,924,264,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-007,100756888782,Hoodie #7,350,250,40,3.5,601.130435,-,,1.298387,0.370968,780,223,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-008,100330810719,Hoodie #8,350,250,40,3.5,1130.307692,-,,0.733871,0.209677,830,237,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-008,100330810719,Hoodie #8,350,250,40,3.5,987.230769,-,,0.733871,0.209677,724,207,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",CAP-001,100962765858,Cap #1,350,250,40,3.5,1040.222222,-,,1.016129,0.290323,1057,302,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",CAP-001,100962765858,Cap #1,350,250,40,3.5,613.111111,-,,1.016129,0.290323,623,178,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",CAP-002,100966756760,Cap #2,350,250,40,3.5,724.272727,-,,1.241935,0.354839,900,257,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",CAP-002,100966756760,Cap #2,350,250,40,3.5,653.818182,-,,1.241935,0.354839,812,232,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",CAP-003,100037577486,Cap #3,350,250,40,3.5,4076.5,-,,0.225806,0.064516,920,263,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",CAP-003,100037577486,Cap #3,350,250,40,3.5,2867.5,-,,0.225806,0.064516,648,185,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",CAP-004,100623141549,Cap #4,350,250,40,3.5,764.666667,-,,1.354839,0.387097,1036,296,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",CAP-004,100623141549,Cap #4,350,250,40,3.5,565.75,-,,1.354839,0.387097,766,219,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",CAP-005,100948856891,Cap #5,350,250,40,3.5,1274.444444,-,,0.508065,0.145161,648,185,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",CAP-005,100948856891,Cap #5,350,250,40,3.5,1584.444444,-,,0.508065,0.145161,805,230,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",ACC-001,100287596370,Accessorie #1,350,250,40,3.5,Нет продаж,-,,0.0,0.0,732,209,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",ACC-001,100287596370,Accessorie #1,350,250,40,3.5,Нет продаж,-,,0.0,0.0,987,282,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",ACC-002,100284654312,Accessorie #2,350,250,40,3.5,666.5,-,,0.677419,0.193548,452,129,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",ACC-002,100284654312,Accessorie #2,350,250,40,3.5,904.166667,-,,0.677419,0.193548,612,175,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",ACC-003,100280958590,Accessorie #3,350,250,40,3.5,1109.8,-,,0.564516,0.16129,626,179,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",ACC-003,100280958590,Accessorie #3,350,250,40,3.5,1624.4,-,,0.564516,0.16129,917,262,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",ACC-004,100632545757,Accessorie #4,350,250,40,3.5,1476.727273,-,,0.620968,0.177419,917,262,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",ACC-004,100632545757,Accessorie #4,350,250,40,3.5,1442.909091,-,,0.620968,0.177419,896,256,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",ACC-005,100373922635,Accessorie #5,350,250,40,3.5,5621.333333,-,,0.169355,0.048387,952,272,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",ACC-005,100373922635,Accessorie #5,350,250,40,3.5,5580.0,-,,0.169355,0.048387,945,270,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-03-31/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-001,100994134931,T-Shirt #1,350,250,40,3.5,5720.0,-,,0.175,0.05,1001,286,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-001,100994134931,T-Shirt #1,350,250,40,3.5,4040.0,-,,0.175,0.05,707,202,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-002,100023731241,T-Shirt #2,350,250,40,3.5,533.571429,-,,1.633333,0.466667,872,249,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-002,100023731241,T-Shirt #2,350,250,40,3.5,542.142857,-,,1.633333,0.466667,886,253,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-003,100563929279,T-Shirt #3,350,250,40,3.5,1710.0,-,,0.7,0.2,1197,342,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-003,100563929279,T-Shirt #3,350,250,40,3.5,1730.0,-,,0.7,0.2,1211,346,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-004,100112648476,T-Shirt #4,350,250,40,3.5,1765.714286,-,,0.408333,0.116667,721,206,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-004,100112648476,T-Shirt #4,350,250,40,3.5,1671.428571,-,,0.408333,0.116667,682,195,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-005,100907478922,T-Shirt #5,350,250,40,3.5,6360.0,-,,0.175,0.05,1113,318,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-005,100907478922,T-Shirt #5,350,250,40,3.5,6580.0,-,,0.175,0.05,1152,329,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-006,100904405552,T-Shirt #6,350,250,40,3.5,3444.0,-,,0.291667,0.083333,1004,287,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-006,100904405552,T-Shirt #6,350,250,40,3.5,2760.0,-,,0.291667,0.083333,805,230,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-007,100680139942,T-Shirt #7,350,250,40,3.5,1467.272727,-,,0.641667,0.183333,942,269,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-007,100680139942,T-Shirt #7,350,250,40,3.5,1461.818182,-,,0.641667,0.183333,938,268,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-008,100251702583,T-Shirt #8,350,250,40,3.5,697.777778,-,,1.575,0.45,1099,314,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-008,100251702583,T-Shirt #8,350,250,40,3.5,626.666667,-,,1.575,0.45,987,282,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-009,100013765025,T-Shirt #9,350,250,40,3.5,1168.0,-,,0.875,0.25,1022,292,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-009,100013765025,T-Shirt #9,350,250,40,3.5,1016.0,-,,0.875,0.25,889,254,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-010,100415241284,T-Shirt #10,350,250,40,3.5,316.470588,-,,2.975,0.85,942,269,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-010,100415241284,T-Shirt #10,350,250,40,3.5,255.294118,-,,2.975,0.85,760,217,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-011,100875322066,T-Shirt #11,350,250,40,3.5,1380.0,-,,0.816667,0.233333,1127,322,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-011,100875322066,T-Shirt #11,350,250,40,3.5,1187.142857,-,,0.816667,0.233333,970,277,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",T-S-012,100140725608,T-Shirt #12,350,250,40,3.5,610.0,-,,1.75,0.5,1068,305,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",T-S-012,100140725608,T-Shirt #12,350,250,40,3.5,420.0,-,,1.75,0.5,735,210,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-001,100915290107,Hoodie #1,350,250,40,3.5,3390.0,-,,0.233333,0.066667,791,226,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-001,100915290107,Hoodie #1,350,250,40,3.5,3660.0,-,,0.233333,0.066667,854,244,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-002,100944886337,Hoodie #2,350,250,40,3.5,5820.0,-,,0.175,0.05,1018,291,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-002,100944886337,Hoodie #2,350,250,40,3.5,4040.0,-,,0.175,0.05,707,202,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-003,100632289495,Hoodie #3,350,250,40,3.5,5520.0,-,,0.175,0.05,966,276,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-003,100632289495,Hoodie #3,350,250,40,3.5,6660.0,-,,0.175,0.05,1166,333,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-004,100189397364,Hoodie #4,350,250,40,3.5,2497.5,-,,0.466667,0.133333,1166,333,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-004,100189397364,Hoodie #4,350,250,40,3.5,2392.5,-,,0.466667,0.133333,1116,319,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-005,100837022690,Hoodie #5,350,250,40,3.5,853.333333,-,,1.05,0.3,896,256,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-005,100837022690,Hoodie #5,350,250,40,3.5,1073.333333,-,,1.05,0.3,1127,322,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-006,100833949272,Hoodie #6,350,250,40,3.5,3636.0,-,,0.291667,0.083333,1060,303,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-006,100833949272,Hoodie #6,350,250,40,3.5,2784.0,-,,0.291667,0.083333,812,232,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-007,100756888782,Hoodie #7,350,250,40,3.5,875.454545,-,,1.283333,0.366667,1124,321,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-007,100756888782,Hoodie #7,350,250,40,3.5,799.090909,-,,1.283333,0.366667,1026,293,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",HOO-008,100330810719,Hoodie #8,350,250,40,3.5,1734.0,-,,0.583333,0.166667,1012,289,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",HOO-008,100330810719,Hoodie #8,350,250,40,3.5,1620.0,-,,0.583333,0.166667,945,270,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",CAP-001,100962765858,Cap #1,350,250,40,3.5,2550.0,-,,0.466667,0.133333,1190,340,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",CAP-001,100962765858,Cap #1,350,250,40,3.5,1650.0,-,,0.466667,0.133333,770,220,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",CAP-002,100966756760,Cap #2,350,250,40,3.5,462.162162,-,,2.158333,0.616667,998,285,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",CAP-002,100966756760,Cap #2,350,250,40,3.5,426.486486,-,,2.158333,0.616667,920,263,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",CAP-003,100037577486,Cap #3,350,250,40,3.5,2377.5,-,,0.466667,0.133333,1110,317,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",CAP-003,100037577486,Cap #3,350,250,40,3.5,1747.5,-,,0.466667,0.133333,816,233,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",CAP-004,100623141549,Cap #4,350,250,40,3.5,791.111111,-,,1.575,0.45,1246,356,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",CAP-004,100623141549,Cap #4,350,250,40,3.5,646.666667,-,,1.575,0.45,1018,291,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",CAP-005,100948856891,Cap #5,350,250,40,3.5,1153.846154,-,,0.758333,0.216667,875,250,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",CAP-005,100948856891,Cap #5,350,250,40,3.5,1343.076923,-,,0.758333,0.216667,1018,291,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",ACC-001,100287596370,Accessorie #1,350,250,40,3.5,2940.0,-,,0.291667,0.083333,858,245,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",ACC-001,100287596370,Accessorie #1,350,250,40,3.5,4284.0,-,,0.291667,0.083333,1250,357,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",ACC-002,100284654312,Accessorie #2,350,250,40,3.5,577.5,-,,0.933333,0.266667,539,154,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",ACC-002,100284654312,Accessorie #2,350,250,40,3.5,862.5,-,,0.933333,0.266667,805,230,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",ACC-003,100280958590,Accessorie #3,350,250,40,3.5,862.5,-,,0.933333,0.266667,805,230,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",ACC-003,100280958590,Accessorie #3,350,250,40,3.5,1177.5,-,,0.933333,0.266667,1099,314,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Москва,"Одежда, обувь и аксессуары",ACC-004,100632545757,Accessorie #4,350,250,40,3.5,2377.5,-,,0.466667,0.133333,1110,317,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
Санкт-Петербург,"Одежда, обувь и аксессуары",ACC-004,100632545757,Accessorie #4,350,250,40,3.5,2400.0,-,,0.466667,0.133333,1120,320,2026-01-05T10:00:00+00:00,demo/goods_turnover/2025-04-30/turnover.csv
