SNAPSHOT_DATE,WAREHOUSE_ID,OFFERID,STOCKS,UPDATEDAT,_LOADED_AT,_SOURCE_FILE
2025-01-24,147,T-S-005,"[{""type"": ""FIT"", ""count"": 155}, {""type"": ""AVAILABLE"", ""count"": 155}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,147,T-S-006,"[{""type"": ""FIT"", ""count"": 97}, {""type"": ""AVAILABLE"", ""count"": 97}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,147,T-S-007,"[{""type"": ""FIT"", ""count"": 111}, {""type"": ""AVAILABLE"", ""count"": 111}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,147,T-S-008,"[{""type"": ""FIT"", ""count"": 179}, {""type"": ""AVAILABLE"", ""count"": 179}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,147,T-S-009,"[{""type"": ""FIT"", ""count"": 117}, {""type"": ""AVAILABLE"", ""count"": 117}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,147,T-S-010,"[{""type"": ""FIT"", ""count"": 160}, {""type"": ""AVAILABLE"", ""count"": 160}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,147,T-S-011,"[{""type"": ""FIT"", ""count"": 146}, {""type"": ""AVAILABLE"", ""count"": 146}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,147,T-S-012,"[{""type"": ""FIT"", ""count"": 171}, {""type"": ""AVAILABLE"", ""count"": 171}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,147,HOO-001,"[{""type"": ""FIT"", ""count"": 64}, {""type"": ""AVAILABLE"", ""count"": 64}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,147,HOO-002,"[{""type"": ""FIT"", ""count"": 96}, {""type"": ""AVAILABLE"", ""count"": 96}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,147,HOO-003,"[{""type"": ""FIT"", ""count"": 130}, {""type"": ""AVAILABLE"", ""count"": 130}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,147,HOO-004,"[{""type"": ""FIT"", ""count"": 175}, {""type"": ""AVAILABLE"", ""count"": 175}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,147,HOO-005,"[{""type"": ""FIT"", ""count"": 119}, {""type"": ""AVAILABLE"", ""count"": 119}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,147,HOO-006,"[{""type"": ""FIT"", ""count"": 167}, {""type"": ""AVAILABLE"", ""count"": 167}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,147,HOO-007,"[{""type"": ""FIT"", ""count"": 160}, {""type"": ""AVAILABLE"", ""count"": 160}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,147,HOO-008,"[{""type"": ""FIT"", ""count"": 152}, {""type"": ""AVAILABLE"", ""count"": 152}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,147,CAP-001,"[{""type"": ""FIT"", ""count"": 174}, {""type"": ""AVAILABLE"", ""count"": 174}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,147,CAP-002,"[{""type"": ""FIT"", ""count"": 108}, {""type"": ""AVAILABLE"", ""count"": 108}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,147,CAP-003,"[{""type"": ""FIT"", ""count"": 162}, {""type"": ""AVAILABLE"", ""count"": 162}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,147,CAP-004,"[{""type"": ""FIT"", ""count"": 152}, {""type"": ""AVAILABLE"", ""count"": 152}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,147,CAP-005,"[{""type"": ""FIT"", ""count"": 75}, {""type"": ""AVAILABLE"", ""count"": 75}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,147,ACC-001,"[{""type"": ""FIT"", ""count"": 97}, {""type"": ""AVAILABLE"", ""count"": 97}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,147,ACC-002,"[{""type"": ""FIT"", ""count"": 52}, {""type"": ""AVAILABLE"", ""count"": 52}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,147,ACC-003,"[{""type"": ""FIT"", ""count"": 100}, {""type"": ""AVAILABLE"", ""count"": 100}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,147,ACC-004,"[{""type"": ""FIT"", ""count"": 141}, {""type"": ""AVAILABLE"", ""count"": 141}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,147,ACC-005,"[{""type"": ""FIT"", ""count"": 146}, {""type"": ""AVAILABLE"", ""count"": 146}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,172,T-S-001,"[{""type"": ""FIT"", ""count"": 82}, {""type"": ""AVAILABLE"", ""count"": 82}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,172,T-S-002,"[{""type"": ""FIT"", ""count"": 99}, {""type"": ""AVAILABLE"", ""count"": 99}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,172,T-S-003,"[{""type"": ""FIT"", ""count"": 153}, {""type"": ""AVAILABLE"", ""count"": 153}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,172,T-S-004,"[{""type"": ""FIT"", ""count"": 61}, {""type"": ""AVAILABLE"", ""count"": 61}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,172,T-S-005,"[{""type"": ""FIT"", ""count"": 172}, {""type"": ""AVAILABLE"", ""count"": 172}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,172,T-S-006,"[{""type"": ""FIT"", ""count"": 107}, {""type"": ""AVAILABLE"", ""count"": 107}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,172,T-S-007,"[{""type"": ""FIT"", ""count"": 124}, {""type"": ""AVAILABLE"", ""count"": 124}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,172,T-S-008,"[{""type"": ""FIT"", ""count"": 136}, {""type"": ""AVAILABLE"", ""count"": 136}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,172,T-S-009,"[{""type"": ""FIT"", ""count"": 97}, {""type"": ""AVAILABLE"", ""count"": 97}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,172,T-S-010,"[{""type"": ""FIT"", ""count"": 79}, {""type"": ""AVAILABLE"", ""count"": 79}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,172,T-S-011,"[{""type"": ""FIT"", ""count"": 131}, {""type"": ""AVAILABLE"", ""count"": 131}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,172,T-S-012,"[{""type"": ""FIT"", ""count"": 76}, {""type"": ""AVAILABLE"", ""count"": 76}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,172,HOO-001,"[{""type"": ""FIT"", ""count"": 83}, {""type"": ""AVAILABLE"", ""count"": 83}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,172,HOO-002,"[{""type"": ""FIT"", ""count"": 53}, {""type"": ""AVAILABLE"", ""count"": 53}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,172,HOO-003,"[{""type"": ""FIT"", ""count"": 150}, {""type"": ""AVAILABLE"", ""count"": 150}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,172,HOO-004,"[{""type"": ""FIT"", ""count"": 132}, {""type"": ""AVAILABLE"", ""count"": 132}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,172,HOO-005,"[{""type"": ""FIT"", ""count"": 152}, {""type"": ""AVAILABLE"", ""count"": 152}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,172,HOO-006,"[{""type"": ""FIT"", ""count"": 60}, {""type"": ""AVAILABLE"", ""count"": 60}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,172,HOO-007,"[{""type"": ""FIT"", ""count"": 117}, {""type"": ""AVAILABLE"", ""count"": 117}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,172,HOO-008,"[{""type"": ""FIT"", ""count"": 145}, {""type"": ""AVAILABLE"", ""count"": 145}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,172,CAP-001,"[{""type"": ""FIT"", ""count"": 96}, {""type"": ""AVAILABLE"", ""count"": 96}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,172,CAP-002,"[{""type"": ""FIT"", ""count"": 114}, {""type"": ""AVAILABLE"", ""count"": 114}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,172,CAP-003,"[{""type"": ""FIT"", ""count"": 99}, {""type"": ""AVAILABLE"", ""count"": 99}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,172,CAP-004,"[{""type"": ""FIT"", ""count"": 101}, {""type"": ""AVAILABLE"", ""count"": 101}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,172,CAP-005,"[{""type"": ""FIT"", ""count"": 106}, {""type"": ""AVAILABLE"", ""count"": 106}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,172,ACC-001,"[{""type"": ""FIT"", ""count"": 165}, {""type"": ""AVAILABLE"", ""count"": 165}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,172,ACC-002,"[{""type"": ""FIT"", ""count"": 80}, {""type"": ""AVAILABLE"", ""count"": 80}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,172,ACC-003,"[{""type"": ""FIT"", ""count"": 151}, {""type"": ""AVAILABLE"", ""count"": 151}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,172,ACC-004,"[{""type"": ""FIT"", ""count"": 115}, {""type"": ""AVAILABLE"", ""count"": 115}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-24,172,ACC-005,"[{""type"": ""FIT"", ""count"": 160}, {""type"": ""AVAILABLE"", ""count"": 160}]",2025-01-24T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,147,T-S-001,"[{""type"": ""FIT"", ""count"": 143}, {""type"": ""AVAILABLE"", ""count"": 143}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,147,T-S-002,"[{""type"": ""FIT"", ""count"": 123}, {""type"": ""AVAILABLE"", ""count"": 123}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,147,T-S-003,"[{""type"": ""FIT"", ""count"": 183}, {""type"": ""AVAILABLE"", ""count"": 183}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,147,T-S-004,"[{""type"": ""FIT"", ""count"": 94}, {""type"": ""AVAILABLE"", ""count"": 94}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,147,T-S-005,"[{""type"": ""FIT"", ""count"": 155}, {""type"": ""AVAILABLE"", ""count"": 155}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,147,T-S-006,"[{""type"": ""FIT"", ""count"": 97}, {""type"": ""AVAILABLE"", ""count"": 97}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,147,T-S-007,"[{""type"": ""FIT"", ""count"": 111}, {""type"": ""AVAILABLE"", ""count"": 111}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,147,T-S-008,"[{""type"": ""FIT"", ""count"": 179}, {""type"": ""AVAILABLE"", ""count"": 179}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,147,T-S-009,"[{""type"": ""FIT"", ""count"": 117}, {""type"": ""AVAILABLE"", ""count"": 117}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,147,T-S-010,"[{""type"": ""FIT"", ""count"": 160}, {""type"": ""AVAILABLE"", ""count"": 160}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,147,T-S-011,"[{""type"": ""FIT"", ""count"": 146}, {""type"": ""AVAILABLE"", ""count"": 146}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,147,T-S-012,"[{""type"": ""FIT"", ""count"": 171}, {""type"": ""AVAILABLE"", ""count"": 171}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,147,HOO-001,"[{""type"": ""FIT"", ""count"": 64}, {""type"": ""AVAILABLE"", ""count"": 64}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,147,HOO-002,"[{""type"": ""FIT"", ""count"": 96}, {""type"": ""AVAILABLE"", ""count"": 96}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,147,HOO-003,"[{""type"": ""FIT"", ""count"": 130}, {""type"": ""AVAILABLE"", ""count"": 130}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,147,HOO-004,"[{""type"": ""FIT"", ""count"": 175}, {""type"": ""AVAILABLE"", ""count"": 175}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,147,HOO-005,"[{""type"": ""FIT"", ""count"": 119}, {""type"": ""AVAILABLE"", ""count"": 119}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,147,HOO-006,"[{""type"": ""FIT"", ""count"": 167}, {""type"": ""AVAILABLE"", ""count"": 167}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,147,HOO-007,"[{""type"": ""FIT"", ""count"": 160}, {""type"": ""AVAILABLE"", ""count"": 160}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,147,HOO-008,"[{""type"": ""FIT"", ""count"": 151}, {""type"": ""AVAILABLE"", ""count"": 151}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,147,CAP-001,"[{""type"": ""FIT"", ""count"": 174}, {""type"": ""AVAILABLE"", ""count"": 174}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,147,CAP-002,"[{""type"": ""FIT"", ""count"": 108}, {""type"": ""AVAILABLE"", ""count"": 108}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,147,CAP-003,"[{""type"": ""FIT"", ""count"": 162}, {""type"": ""AVAILABLE"", ""count"": 162}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,147,CAP-004,"[{""type"": ""FIT"", ""count"": 152}, {""type"": ""AVAILABLE"", ""count"": 152}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,147,CAP-005,"[{""type"": ""FIT"", ""count"": 75}, {""type"": ""AVAILABLE"", ""count"": 75}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,147,ACC-001,"[{""type"": ""FIT"", ""count"": 97}, {""type"": ""AVAILABLE"", ""count"": 97}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,147,ACC-002,"[{""type"": ""FIT"", ""count"": 52}, {""type"": ""AVAILABLE"", ""count"": 52}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,147,ACC-003,"[{""type"": ""FIT"", ""count"": 100}, {""type"": ""AVAILABLE"", ""count"": 100}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,147,ACC-004,"[{""type"": ""FIT"", ""count"": 141}, {""type"": ""AVAILABLE"", ""count"": 141}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,147,ACC-005,"[{""type"": ""FIT"", ""count"": 146}, {""type"": ""AVAILABLE"", ""count"": 146}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,172,T-S-001,"[{""type"": ""FIT"", ""count"": 82}, {""type"": ""AVAILABLE"", ""count"": 82}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,172,T-S-002,"[{""type"": ""FIT"", ""count"": 99}, {""type"": ""AVAILABLE"", ""count"": 99}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,172,T-S-003,"[{""type"": ""FIT"", ""count"": 153}, {""type"": ""AVAILABLE"", ""count"": 153}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,172,T-S-004,"[{""type"": ""FIT"", ""count"": 61}, {""type"": ""AVAILABLE"", ""count"": 61}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,172,T-S-005,"[{""type"": ""FIT"", ""count"": 172}, {""type"": ""AVAILABLE"", ""count"": 172}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,172,T-S-006,"[{""type"": ""FIT"", ""count"": 107}, {""type"": ""AVAILABLE"", ""count"": 107}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,172,T-S-007,"[{""type"": ""FIT"", ""count"": 124}, {""type"": ""AVAILABLE"", ""count"": 124}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,172,T-S-008,"[{""type"": ""FIT"", ""count"": 136}, {""type"": ""AVAILABLE"", ""count"": 136}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,172,T-S-009,"[{""type"": ""FIT"", ""count"": 97}, {""type"": ""AVAILABLE"", ""count"": 97}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,172,T-S-010,"[{""type"": ""FIT"", ""count"": 79}, {""type"": ""AVAILABLE"", ""count"": 79}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,172,T-S-011,"[{""type"": ""FIT"", ""count"": 131}, {""type"": ""AVAILABLE"", ""count"": 131}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,172,T-S-012,"[{""type"": ""FIT"", ""count"": 76}, {""type"": ""AVAILABLE"", ""count"": 76}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,172,HOO-001,"[{""type"": ""FIT"", ""count"": 83}, {""type"": ""AVAILABLE"", ""count"": 83}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,172,HOO-002,"[{""type"": ""FIT"", ""count"": 53}, {""type"": ""AVAILABLE"", ""count"": 53}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,172,HOO-003,"[{""type"": ""FIT"", ""count"": 150}, {""type"": ""AVAILABLE"", ""count"": 150}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,172,HOO-004,"[{""type"": ""FIT"", ""count"": 132}, {""type"": ""AVAILABLE"", ""count"": 132}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,172,HOO-005,"[{""type"": ""FIT"", ""count"": 152}, {""type"": ""AVAILABLE"", ""count"": 152}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,172,HOO-006,"[{""type"": ""FIT"", ""count"": 60}, {""type"": ""AVAILABLE"", ""count"": 60}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,172,HOO-007,"[{""type"": ""FIT"", ""count"": 117}, {""type"": ""AVAILABLE"", ""count"": 117}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,172,HOO-008,"[{""type"": ""FIT"", ""count"": 144}, {""type"": ""AVAILABLE"", ""count"": 144}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,172,CAP-001,"[{""type"": ""FIT"", ""count"": 96}, {""type"": ""AVAILABLE"", ""count"": 96}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,172,CAP-002,"[{""type"": ""FIT"", ""count"": 114}, {""type"": ""AVAILABLE"", ""count"": 114}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,172,CAP-003,"[{""type"": ""FIT"", ""count"": 99}, {""type"": ""AVAILABLE"", ""count"": 99}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,172,CAP-004,"[{""type"": ""FIT"", ""count"": 101}, {""type"": ""AVAILABLE"", ""count"": 101}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,172,CAP-005,"[{""type"": ""FIT"", ""count"": 106}, {""type"": ""AVAILABLE"", ""count"": 106}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,172,ACC-001,"[{""type"": ""FIT"", ""count"": 165}, {""type"": ""AVAILABLE"", ""count"": 165}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,172,ACC-002,"[{""type"": ""FIT"", ""count"": 80}, {""type"": ""AVAILABLE"", ""count"": 80}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,172,ACC-003,"[{""type"": ""FIT"", ""count"": 151}, {""type"": ""AVAILABLE"", ""count"": 151}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,172,ACC-004,"[{""type"": ""FIT"", ""count"": 115}, {""type"": ""AVAILABLE"", ""count"": 115}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-25,172,ACC-005,"[{""type"": ""FIT"", ""count"": 160}, {""type"": ""AVAILABLE"", ""count"": 160}]",2025-01-25T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-26,147,T-S-001,"[{""type"": ""FIT"", ""count"": 143}, {""type"": ""AVAILABLE"", ""count"": 143}]",2025-01-26T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-26,147,T-S-002,"[{""type"": ""FIT"", ""count"": 123}, {""type"": ""AVAILABLE"", ""count"": 123}]",2025-01-26T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-26,147,T-S-003,"[{""type"": ""FIT"", ""count"": 183}, {""type"": ""AVAILABLE"", ""count"": 183}]",2025-01-26T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-26,147,T-S-004,"[{""type"": ""FIT"", ""count"": 94}, {""type"": ""AVAILABLE"", ""count"": 94}]",2025-01-26T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-26,147,T-S-005,"[{""type"": ""FIT"", ""count"": 155}, {""type"": ""AVAILABLE"", ""count"": 155}]",2025-01-26T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-26,147,T-S-006,"[{""type"": ""FIT"", ""count"": 97}, {""type"": ""AVAILABLE"", ""count"": 97}]",2025-01-26T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-26,147,T-S-007,"[{""type"": ""FIT"", ""count"": 111}, {""type"": ""AVAILABLE"", ""count"": 111}]",2025-01-26T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-26,147,T-S-008,"[{""type"": ""FIT"", ""count"": 179}, {""type"": ""AVAILABLE"", ""count"": 179}]",2025-01-26T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-26,147,T-S-009,"[{""type"": ""FIT"", ""count"": 117}, {""type"": ""AVAILABLE"", ""count"": 117}]",2025-01-26T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-26,147,T-S-010,"[{""type"": ""FIT"", ""count"": 160}, {""type"": ""AVAILABLE"", ""count"": 160}]",2025-01-26T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-26,147,T-S-011,"[{""type"": ""FIT"", ""count"": 146}, {""type"": ""AVAILABLE"", ""count"": 146}]",2025-01-26T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-26,147,T-S-012,"[{""type"": ""FIT"", ""count"": 171}, {""type"": ""AVAILABLE"", ""count"": 171}]",2025-01-26T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-26,147,HOO-001,"[{""type"": ""FIT"", ""count"": 64}, {""type"": ""AVAILABLE"", ""count"": 64}]",2025-01-26T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-26,147,HOO-002,"[{""type"": ""FIT"", ""count"": 96}, {""type"": ""AVAILABLE"", ""count"": 96}]",2025-01-26T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-26,147,HOO-003,"[{""type"": ""FIT"", ""count"": 130}, {""type"": ""AVAILABLE"", ""count"": 130}]",2025-01-26T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-26,147,HOO-004,"[{""type"": ""FIT"", ""count"": 175}, {""type"": ""AVAILABLE"", ""count"": 175}]",2025-01-26T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-26,147,HOO-005,"[{""type"": ""FIT"", ""count"": 119}, {""type"": ""AVAILABLE"", ""count"": 119}]",2025-01-26T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-26,147,HOO-006,"[{""type"": ""FIT"", ""count"": 167}, {""type"": ""AVAILABLE"", ""count"": 167}]",2025-01-26T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-26,147,HOO-007,"[{""type"": ""FIT"", ""count"": 160}, {""type"": ""AVAILABLE"", ""count"": 160}]",2025-01-26T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-26,147,HOO-008,"[{""type"": ""FIT"", ""count"": 151}, {""type"": ""AVAILABLE"", ""count"": 151}]",2025-01-26T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
2025-01-26,147,CAP-001,"[{""type"": ""FIT"", ""count"": 174}, {""type"": ""AVAILABLE"", ""count"": 174}]",2025-01-26T06:00:00+03:00,2026-01-05T10:00:00+00:00,demo
