ORDER_ID,ORDER_STATUS,CREATION_DATE,ORDER_TYPE,SUMMARY_COMMISSION,SUM_BILLING_PRICE_OF_ITEMS,INCOME_WITHOUT_SERVICES,BUYER_PAYMENT,BUYER_PAYMENT_STATUS,SALE_COMMISSION,BUYER_DELIVERY,CROSSREGIONAL_DELIVERY,BUYER_PAYMENT_ACCEPT,BUYER_PAYMENT_TRANSFER,LOYALTY_PROGRAM,BOOST,INSTALLMENT,WAREHOUSE_PROCESSING,_LOADED_AT,_SOURCE_FILE
ORD-100395,Delivered,25.03.2025,Sale to individual,1224.72,5040.0,3815.28,5040.0,Transferred,756.0,252.0,50.4,25.2,40.32,100.8,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100396,Delivered,25.03.2025,Sale to individual,2891.1,11897.5,9006.4,11897.5,Transferred,1784.62,594.88,118.98,59.49,95.18,237.95,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100397,Delivered,25.03.2025,Sale to individual,3856.29,15869.5,12013.21,15869.5,Transferred,2380.42,793.48,158.69,79.35,126.96,317.39,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100398,Full return accepted at warehouse,25.03.2025,Sale to individual,1824.93,7510.0,5685.07,7510.0,Transferred,1126.5,375.5,75.1,37.55,60.08,150.2,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100399,Delivered,25.03.2025,Sale to individual,986.58,4060.0,3073.42,4060.0,Transferred,609.0,203.0,40.6,20.3,32.48,81.2,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100400,Delivered,25.03.2025,Sale to individual,2598.16,10692.0,8093.84,10692.0,Transferred,1603.8,534.6,106.92,53.46,85.54,213.84,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100401,Delivered,26.03.2025,Sale to individual,3557.16,14638.5,11081.34,14638.5,Transferred,2195.78,731.93,146.38,73.19,117.11,292.77,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100402,Delivered,26.03.2025,Sale to individual,1227.53,5051.5,3823.97,5051.5,Transferred,757.73,252.58,50.52,25.26,40.41,101.03,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100403,Delivered,26.03.2025,Sale to individual,1088.64,4480.0,3391.36,4480.0,Transferred,672.0,224.0,44.8,22.4,35.84,89.6,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100404,Delivered,26.03.2025,Sale to individual,874.8,3600.0,2725.2,3600.0,Transferred,540.0,180.0,36.0,18.0,28.8,72.0,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100405,Delivered,26.03.2025,Sale to individual,1071.63,4410.0,3338.37,4410.0,Transferred,661.5,220.5,44.1,22.05,35.28,88.2,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100406,Delivered,26.03.2025,Sale to individual,1656.54,6817.0,5160.46,6817.0,Transferred,1022.55,340.85,68.17,34.09,54.54,136.34,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100407,Delivered,26.03.2025,Sale to individual,1998.8,8225.5,6226.7,8225.5,Transferred,1233.83,411.28,82.25,41.13,65.8,164.51,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100408,Full return accepted at warehouse,26.03.2025,Sale to individual,1125.34,4631.0,3505.66,4631.0,Transferred,694.65,231.55,46.31,23.16,37.05,92.62,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100409,Full return accepted at warehouse,26.03.2025,Sale to individual,581.74,2394.0,1812.26,2394.0,Transferred,359.1,119.7,23.94,11.97,19.15,47.88,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100411,Delivered,27.03.2025,Sale to individual,437.4,1800.0,1362.6,1800.0,Transferred,270.0,90.0,18.0,9.0,14.4,36.0,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100412,Delivered,27.03.2025,Sale to individual,918.65,3780.5,2861.85,3780.5,Transferred,567.07,189.03,37.8,18.9,30.24,75.61,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100413,Delivered,27.03.2025,Sale to individual,1969.76,8106.0,6136.24,8106.0,Transferred,1215.9,405.3,81.06,40.53,64.85,162.12,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100414,Delivered,27.03.2025,Sale to individual,2546.89,10481.0,7934.11,10481.0,Transferred,1572.15,524.05,104.81,52.41,83.85,209.62,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100415,Full return accepted at warehouse,28.03.2025,Sale to individual,1133.48,4664.5,3531.02,4664.5,Transferred,699.67,233.23,46.65,23.32,37.32,93.29,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100416,Delivered,28.03.2025,Sale to individual,2295.02,9444.5,7149.48,9444.5,Transferred,1416.67,472.23,94.45,47.22,75.56,188.89,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100417,Delivered,28.03.2025,Sale to individual,2792.07,11490.0,8697.93,11490.0,Transferred,1723.5,574.5,114.9,57.45,91.92,229.8,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100418,Delivered,28.03.2025,Sale to individual,4638.87,19090.0,14451.13,19090.0,Transferred,2863.5,954.5,190.9,95.45,152.72,381.8,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100419,Delivered,28.03.2025,Sale to individual,347.0,1428.0,1081.0,1428.0,Transferred,214.2,71.4,14.28,7.14,11.42,28.56,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100420,Full return accepted at warehouse,28.03.2025,Sale to individual,289.17,1190.0,900.83,1190.0,Transferred,178.5,59.5,11.9,5.95,9.52,23.8,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100421,Delivered,28.03.2025,Sale to individual,4388.34,18059.0,13670.66,18059.0,Transferred,2708.85,902.95,180.59,90.3,144.47,361.18,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100422,Delivered,29.03.2025,Sale to individual,1740.6,7163.0,5422.4,7163.0,Transferred,1074.45,358.15,71.63,35.81,57.3,143.26,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100423,Full return accepted at warehouse,29.03.2025,Sale to individual,2401.93,9884.5,7482.57,9884.5,Transferred,1482.67,494.23,98.84,49.42,79.08,197.69,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100425,Delivered,29.03.2025,Sale to individual,532.17,2190.0,1657.83,2190.0,Transferred,328.5,109.5,21.9,10.95,17.52,43.8,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100426,Delivered,29.03.2025,Sale to individual,419.29,1725.5,1306.21,1725.5,Transferred,258.82,86.28,17.25,8.63,13.8,34.51,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100427,Delivered,29.03.2025,Sale to individual,1774.15,7301.0,5526.85,7301.0,Transferred,1095.15,365.05,73.01,36.51,58.41,146.02,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100428,Delivered,29.03.2025,Sale to individual,791.08,3255.5,2464.42,3255.5,Transferred,488.32,162.78,32.55,16.28,26.04,65.11,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100429,Delivered,29.03.2025,Sale to individual,1455.57,5990.0,4534.43,5990.0,Transferred,898.5,299.5,59.9,29.95,47.92,119.8,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100430,Delivered,30.03.2025,Sale to individual,1169.93,4814.5,3644.57,4814.5,Transferred,722.17,240.73,48.15,24.07,38.52,96.29,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100431,Delivered,30.03.2025,Sale to individual,2881.49,11858.0,8976.51,11858.0,Transferred,1778.7,592.9,118.58,59.29,94.86,237.16,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100433,Delivered,30.03.2025,Sale to individual,1193.86,4913.0,3719.14,4913.0,Transferred,736.95,245.65,49.13,24.57,39.3,98.26,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100434,Delivered,30.03.2025,Sale to individual,396.09,1630.0,1233.91,1630.0,Transferred,244.5,81.5,16.3,8.15,13.04,32.6,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100435,Delivered,30.03.2025,Sale to individual,588.31,2421.0,1832.69,2421.0,Transferred,363.15,121.05,24.21,12.11,19.37,48.42,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100436,Delivered,30.03.2025,Sale to individual,1825.9,7514.0,5688.1,7514.0,Transferred,1127.1,375.7,75.14,37.57,60.11,150.28,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100438,Delivered,30.03.2025,Sale to individual,680.4,2800.0,2119.6,2800.0,Transferred,420.0,140.0,28.0,14.0,22.4,56.0,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100439,Delivered,30.03.2025,Sale to individual,258.55,1064.0,805.45,1064.0,Transferred,159.6,53.2,10.64,5.32,8.51,21.28,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100440,Delivered,31.03.2025,Sale to individual,646.38,2660.0,2013.62,2660.0,Transferred,399.0,133.0,26.6,13.3,21.28,53.2,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100441,Delivered,31.03.2025,Sale to individual,947.7,3900.0,2952.3,3900.0,Transferred,585.0,195.0,39.0,19.5,31.2,78.0,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100442,Delivered,31.03.2025,Sale to individual,1449.99,5967.0,4517.01,5967.0,Transferred,895.05,298.35,59.67,29.84,47.74,119.34,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100443,Delivered,31.03.2025,Sale to individual,1055.48,4343.5,3288.02,4343.5,Transferred,651.52,217.18,43.44,21.72,34.75,86.87,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100444,Delivered,31.03.2025,Sale to individual,3132.88,12892.5,9759.62,12892.5,Transferred,1933.88,644.62,128.93,64.46,103.14,257.85,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100445,Delivered,31.03.2025,Sale to individual,646.38,2660.0,2013.62,2660.0,Transferred,399.0,133.0,26.6,13.3,21.28,53.2,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100446,Full return accepted at warehouse,01.04.2025,Sale to individual,408.24,1680.0,1271.76,1680.0,Transferred,252.0,84.0,16.8,8.4,13.44,33.6,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100447,Full return accepted at warehouse,01.04.2025,Sale to individual,1685.7,6937.0,5251.3,6937.0,Transferred,1040.55,346.85,69.37,34.69,55.5,138.74,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100448,Delivered,01.04.2025,Sale to individual,2794.5,11500.0,8705.5,11500.0,Transferred,1725.0,575.0,115.0,57.5,92.0,230.0,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100449,Delivered,01.04.2025,Sale to individual,1011.12,4161.0,3149.88,4161.0,Transferred,624.15,208.05,41.61,20.8,33.29,83.22,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100450,Delivered,01.04.2025,Sale to individual,1321.92,5440.0,4118.08,5440.0,Transferred,816.0,272.0,54.4,27.2,43.52,108.8,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100451,Delivered,01.04.2025,Sale to individual,1014.16,4173.5,3159.34,4173.5,Transferred,626.02,208.68,41.73,20.87,33.39,83.47,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100452,Delivered,01.04.2025,Sale to individual,646.38,2660.0,2013.62,2660.0,Transferred,399.0,133.0,26.6,13.3,21.28,53.2,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100453,Delivered,01.04.2025,Sale to individual,2201.58,9060.0,6858.42,9060.0,Transferred,1359.0,453.0,90.6,45.3,72.48,181.2,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100454,Delivered,02.04.2025,Sale to individual,2794.5,11500.0,8705.5,11500.0,Transferred,1725.0,575.0,115.0,57.5,92.0,230.0,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100455,Delivered,02.04.2025,Sale to individual,3576.96,14720.0,11143.04,14720.0,Transferred,2208.0,736.0,147.2,73.6,117.76,294.4,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100456,Delivered,02.04.2025,Sale to individual,1649.97,6790.0,5140.03,6790.0,Transferred,1018.5,339.5,67.9,33.95,54.32,135.8,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100457,Delivered,02.04.2025,Sale to individual,1419.61,5842.0,4422.39,5842.0,Transferred,876.3,292.1,58.42,29.21,46.74,116.84,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100458,Delivered,02.04.2025,Sale to individual,2023.22,8326.0,6302.78,8326.0,Transferred,1248.9,416.3,83.26,41.63,66.61,166.52,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100459,Delivered,02.04.2025,Sale to individual,260.26,1071.0,810.74,1071.0,Transferred,160.65,53.55,10.71,5.36,8.57,21.42,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100460,Delivered,03.04.2025,Sale to individual,1027.89,4230.0,3202.11,4230.0,Transferred,634.5,211.5,42.3,21.15,33.84,84.6,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100461,Full return accepted at warehouse,03.04.2025,Sale to individual,614.06,2527.0,1912.94,2527.0,Transferred,379.05,126.35,25.27,12.63,20.22,50.54,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100462,Delivered,03.04.2025,Sale to individual,1596.51,6570.0,4973.49,6570.0,Transferred,985.5,328.5,65.7,32.85,52.56,131.4,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100463,Delivered,03.04.2025,Sale to individual,2650.64,10908.0,8257.36,10908.0,Transferred,1636.2,545.4,109.08,54.54,87.26,218.16,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100464,Delivered,03.04.2025,Sale to individual,1307.34,5380.0,4072.66,5380.0,Transferred,807.0,269.0,53.8,26.9,43.04,107.6,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100465,Delivered,03.04.2025,Sale to individual,680.4,2800.0,2119.6,2800.0,Transferred,420.0,140.0,28.0,14.0,22.4,56.0,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100466,Delivered,03.04.2025,Sale to individual,1455.57,5990.0,4534.43,5990.0,Transferred,898.5,299.5,59.9,29.95,47.92,119.8,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100467,Delivered,04.04.2025,Sale to individual,922.91,3798.0,2875.09,3798.0,Transferred,569.7,189.9,37.98,18.99,30.38,75.96,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100468,Delivered,04.04.2025,Sale to individual,2014.47,8290.0,6275.53,8290.0,Transferred,1243.5,414.5,82.9,41.45,66.32,165.8,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100470,Delivered,04.04.2025,Sale to individual,1581.07,6506.5,4925.43,6506.5,Transferred,975.97,325.33,65.06,32.53,52.05,130.13,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100471,Delivered,04.04.2025,Sale to individual,1088.64,4480.0,3391.36,4480.0,Transferred,672.0,224.0,44.8,22.4,35.84,89.6,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100472,Delivered,04.04.2025,Sale to individual,1297.13,5338.0,4040.87,5338.0,Transferred,800.7,266.9,53.38,26.69,42.7,106.76,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100473,Delivered,04.04.2025,Sale to individual,1589.34,6540.5,4951.16,6540.5,Transferred,981.07,327.03,65.41,32.7,52.32,130.81,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100474,Full return accepted at warehouse,04.04.2025,Sale to individual,1119.63,4607.5,3487.87,4607.5,Transferred,691.12,230.38,46.08,23.04,36.86,92.15,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100475,Delivered,05.04.2025,Sale to individual,702.27,2890.0,2187.73,2890.0,Transferred,433.5,144.5,28.9,14.45,23.12,57.8,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100476,Delivered,05.04.2025,Sale to individual,1258.74,5180.0,3921.26,5180.0,Transferred,777.0,259.0,51.8,25.9,41.44,103.6,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100477,Delivered,05.04.2025,Sale to individual,624.51,2570.0,1945.49,2570.0,Transferred,385.5,128.5,25.7,12.85,20.56,51.4,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100478,Delivered,05.04.2025,Sale to individual,743.58,3060.0,2316.42,3060.0,Transferred,459.0,153.0,30.6,15.3,24.48,61.2,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100479,Delivered,05.04.2025,Sale to individual,2112.64,8694.0,6581.36,8694.0,Transferred,1304.1,434.7,86.94,43.47,69.55,173.88,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100480,Delivered,05.04.2025,Sale to individual,612.36,2520.0,1907.64,2520.0,Transferred,378.0,126.0,25.2,12.6,20.16,50.4,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100481,Delivered,05.04.2025,Sale to individual,614.06,2527.0,1912.94,2527.0,Transferred,379.05,126.35,25.27,12.63,20.22,50.54,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100482,Delivered,06.04.2025,Sale to individual,1122.66,4620.0,3497.34,4620.0,Transferred,693.0,231.0,46.2,23.1,36.96,92.4,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100483,Delivered,06.04.2025,Sale to individual,1865.75,7678.0,5812.25,7678.0,Transferred,1151.7,383.9,76.78,38.39,61.42,153.56,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100484,Delivered,06.04.2025,Sale to individual,3270.78,13460.0,10189.22,13460.0,Transferred,2019.0,673.0,134.6,67.3,107.68,269.2,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100485,Delivered,06.04.2025,Sale to individual,696.07,2864.5,2168.43,2864.5,Transferred,429.68,143.22,28.64,14.32,22.92,57.29,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100486,Delivered,06.04.2025,Sale to individual,1821.77,7497.0,5675.23,7497.0,Transferred,1124.55,374.85,74.97,37.48,59.98,149.94,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100487,Delivered,06.04.2025,Sale to individual,1851.91,7621.0,5769.09,7621.0,Transferred,1143.15,381.05,76.21,38.11,60.97,152.42,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100488,Delivered,06.04.2025,Sale to individual,415.53,1710.0,1294.47,1710.0,Transferred,256.5,85.5,17.1,8.55,13.68,34.2,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100489,Delivered,06.04.2025,Sale to individual,2653.56,10920.0,8266.44,10920.0,Transferred,1638.0,546.0,109.2,54.6,87.36,218.4,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100491,Delivered,07.04.2025,Sale to individual,988.29,4067.0,3078.71,4067.0,Transferred,610.05,203.35,40.67,20.34,32.54,81.34,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100492,Delivered,07.04.2025,Sale to individual,2239.25,9215.0,6975.75,9215.0,Transferred,1382.25,460.75,92.15,46.08,73.72,184.3,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100493,Delivered,07.04.2025,Sale to individual,1001.77,4122.5,3120.73,4122.5,Transferred,618.38,206.12,41.23,20.61,32.98,82.45,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100494,Delivered,07.04.2025,Sale to individual,549.42,2261.0,1711.58,2261.0,Transferred,339.15,113.05,22.61,11.3,18.09,45.22,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100495,Delivered,07.04.2025,Sale to individual,914.17,3762.0,2847.83,3762.0,Transferred,564.3,188.1,37.62,18.81,30.1,75.24,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100496,Delivered,07.04.2025,Sale to individual,2238.16,9210.5,6972.34,9210.5,Transferred,1381.58,460.53,92.11,46.05,73.68,184.21,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100497,Delivered,07.04.2025,Sale to individual,667.16,2745.5,2078.34,2745.5,Transferred,411.82,137.28,27.46,13.73,21.96,54.91,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100498,Full return accepted at warehouse,07.04.2025,Sale to individual,3686.31,15170.0,11483.69,15170.0,Transferred,2275.5,758.5,151.7,75.85,121.36,303.4,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100499,Delivered,07.04.2025,Sale to individual,1925.05,7922.0,5996.95,7922.0,Transferred,1188.3,396.1,79.22,39.61,63.38,158.44,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100500,Delivered,07.04.2025,Sale to individual,1635.39,6730.0,5094.61,6730.0,Transferred,1009.5,336.5,67.3,33.65,53.84,134.6,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100501,Delivered,08.04.2025,Sale to individual,2015.69,8295.0,6279.31,8295.0,Transferred,1244.25,414.75,82.95,41.48,66.36,165.9,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100502,Delivered,08.04.2025,Sale to individual,1825.79,7513.5,5687.71,7513.5,Transferred,1127.02,375.68,75.14,37.57,60.11,150.27,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100503,Delivered,08.04.2025,Sale to individual,1935.5,7965.0,6029.5,7965.0,Transferred,1194.75,398.25,79.65,39.83,63.72,159.3,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100504,Delivered,08.04.2025,Sale to individual,512.73,2110.0,1597.27,2110.0,Transferred,316.5,105.5,21.1,10.55,16.88,42.2,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100505,Delivered,08.04.2025,Sale to individual,2002.81,8242.0,6239.19,8242.0,Transferred,1236.3,412.1,82.42,41.21,65.94,164.84,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100506,Delivered,08.04.2025,Sale to individual,1292.76,5320.0,4027.24,5320.0,Transferred,798.0,266.0,53.2,26.6,42.56,106.4,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100508,Delivered,08.04.2025,Sale to individual,1025.46,4220.0,3194.54,4220.0,Transferred,633.0,211.0,42.2,21.1,33.76,84.4,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100509,Delivered,08.04.2025,Sale to individual,596.93,2456.5,1859.57,2456.5,Transferred,368.47,122.83,24.57,12.28,19.65,49.13,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100510,Delivered,08.04.2025,Sale to individual,478.96,1971.0,1492.04,1971.0,Transferred,295.65,98.55,19.71,9.86,15.77,39.42,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100511,Delivered,08.04.2025,Sale to individual,1371.24,5643.0,4271.76,5643.0,Transferred,846.45,282.15,56.43,28.21,45.14,112.86,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100512,Delivered,08.04.2025,Sale to individual,1462.86,6020.0,4557.14,6020.0,Transferred,903.0,301.0,60.2,30.1,48.16,120.4,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100513,Delivered,09.04.2025,Sale to individual,1390.07,5720.5,4330.43,5720.5,Transferred,858.07,286.03,57.2,28.6,45.76,114.41,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100514,Delivered,10.04.2025,Sale to individual,2123.33,8738.0,6614.67,8738.0,Transferred,1310.7,436.9,87.38,43.69,69.9,174.76,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100515,Delivered,10.04.2025,Sale to individual,1564.92,6440.0,4875.08,6440.0,Transferred,966.0,322.0,64.4,32.2,51.52,128.8,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100516,Delivered,10.04.2025,Sale to individual,1469.91,6049.0,4579.09,6049.0,Transferred,907.35,302.45,60.49,30.25,48.39,120.98,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100517,Full return accepted at warehouse,10.04.2025,Sale to individual,1748.87,7197.0,5448.13,7197.0,Transferred,1079.55,359.85,71.97,35.98,57.58,143.94,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100518,Delivered,10.04.2025,Sale to individual,473.85,1950.0,1476.15,1950.0,Transferred,292.5,97.5,19.5,9.75,15.6,39.0,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100519,Full return accepted at warehouse,11.04.2025,Sale to individual,258.55,1064.0,805.45,1064.0,Transferred,159.6,53.2,10.64,5.32,8.51,21.28,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100520,Full return accepted at warehouse,11.04.2025,Sale to individual,478.96,1971.0,1492.04,1971.0,Transferred,295.65,98.55,19.71,9.86,15.77,39.42,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100522,Delivered,11.04.2025,Sale to individual,393.66,1620.0,1226.34,1620.0,Transferred,243.0,81.0,16.2,8.1,12.96,32.4,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100524,Delivered,12.04.2025,Sale to individual,231.34,952.0,720.66,952.0,Transferred,142.8,47.6,9.52,4.76,7.62,19.04,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100525,Delivered,12.04.2025,Sale to individual,478.96,1971.0,1492.04,1971.0,Transferred,295.65,98.55,19.71,9.86,15.77,39.42,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100526,Delivered,12.04.2025,Sale to individual,1471.86,6057.0,4585.14,6057.0,Transferred,908.55,302.85,60.57,30.29,48.46,121.14,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100527,Delivered,12.04.2025,Sale to individual,476.28,1960.0,1483.72,1960.0,Transferred,294.0,98.0,19.6,9.8,15.68,39.2,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100528,Delivered,12.04.2025,Sale to individual,393.66,1620.0,1226.34,1620.0,Transferred,243.0,81.0,16.2,8.1,12.96,32.4,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100529,Full return accepted at warehouse,12.04.2025,Sale to individual,408.24,1680.0,1271.76,1680.0,Transferred,252.0,84.0,16.8,8.4,13.44,33.6,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
ORD-100530,Full return accepted at warehouse,12.04.2025,Sale to individual,1232.01,5070.0,3837.99,5070.0,Transferred,760.5,253.5,50.7,25.35,40.56,101.4,0.0,0.0,0.0,2026-01-05T10:00:00+00:00,demo
