ORDER_ID,CREATION_DATE,ORDER_TYPE,SHOP_SKU,OFFER_NAME,BILLING_PRICE,TRANSFERRED_FOR_DELIVERY,DELIVERED_OR_RETURNED,DELIVERY_DATE,OFFER_STATUS,STATUS_CHANGED,SHIPMENT_WAREHOUSE,DELIVERY_REGION,BUYER_PAYMENT_AMOUNT,REFUND_BUYER_PAYMENT_AMOUNT,_LOADED_AT,_SOURCE_FILE
ORD-100458,02.04.2025,Sale to individual,CAP-004,Cap #4,1680.0,1,1,05.04.2025,Delivered to buyer,2025-04-03 08:15:00,Яндекс.Маркет (Софьино),Санкт-Петербург,1596.0,,2026-01-05T10:00:00+00:00,demo
ORD-100459,02.04.2025,Sale to individual,ACC-003,Accessorie #3,1190.0,1,1,05.04.2025,Delivered to buyer,2025-04-04 21:02:00,Яндекс.Маркет (Софьино),Москва,1071.0,,2026-01-05T10:00:00+00:00,demo
ORD-100460,03.04.2025,Sale to individual,CAP-002,Cap #2,1800.0,1,1,05.04.2025,Delivered to buyer,2025-04-06 19:44:00,Яндекс.Маркет (Софьино),Москва,1710.0,,2026-01-05T10:00:00+00:00,demo
ORD-100460,03.04.2025,Sale to individual,T-S-010,T-Shirt #10,2800.0,1,1,05.04.2025,Delivered to buyer,2025-04-04 19:44:00,Яндекс.Маркет (Софьино),Москва,2520.0,,2026-01-05T10:00:00+00:00,demo
ORD-100461,03.04.2025,Sale to individual,T-S-012,T-Shirt #12,2660.0,1,1,04.04.2025,Return received in warehouse,2025-04-08 14:53:00,Яндекс.Маркет (Софьино),Москва,2527.0,2527.0,2026-01-05T10:00:00+00:00,demo
ORD-100462,03.04.2025,Sale to individual,T-S-002,T-Shirt #2,2190.0,1,1,05.04.2025,Delivered to buyer,2025-04-08 16:13:00,Яндекс.Маркет (Софьино),Екатеринбург,1971.0,,2026-01-05T10:00:00+00:00,demo
ORD-100462,03.04.2025,Sale to individual,HOO-004,Hoodie #4,5110.0,1,1,05.04.2025,Delivered to buyer,2025-04-08 16:13:00,Яндекс.Маркет (Софьино),Екатеринбург,4599.0,,2026-01-05T10:00:00+00:00,demo
ORD-100463,03.04.2025,Sale to individual,HOO-006,Hoodie #6,6060.0,2,2,06.04.2025,Delivered to buyer,2025-04-05 12:33:00,Яндекс.Маркет (Софьино),Новосибирск,10908.0,,2026-01-05T10:00:00+00:00,demo
ORD-100464,03.04.2025,Sale to individual,T-S-001,T-Shirt #1,2690.0,2,2,06.04.2025,Delivered to buyer,2025-04-05 11:45:00,Яндекс.Маркет (Софьино),Москва,5380.0,,2026-01-05T10:00:00+00:00,demo
ORD-100465,03.04.2025,Sale to individual,T-S-010,T-Shirt #10,2800.0,1,1,04.04.2025,Delivered to buyer,2025-04-06 14:26:00,Яндекс.Маркет (Софьино),Санкт-Петербург,2800.0,,2026-01-05T10:00:00+00:00,demo
ORD-100466,03.04.2025,Sale to individual,HOO-001,Hoodie #1,5990.0,1,1,06.04.2025,Delivered to buyer,2025-04-06 20:04:00,Яндекс.Маркет (Софьино),Казань,5990.0,,2026-01-05T10:00:00+00:00,demo
ORD-100467,04.04.2025,Sale to individual,T-S-008,T-Shirt #8,2110.0,2,2,05.04.2025,Delivered to buyer,2025-04-05 14:46:00,Яндекс.Маркет (Софьино),Казань,3798.0,,2026-01-05T10:00:00+00:00,demo
ORD-100468,04.04.2025,Sale to individual,T-S-012,T-Shirt #12,2660.0,2,2,06.04.2025,Delivered to buyer,2025-04-09 10:30:00,Яндекс.Маркет (Софьино),Новосибирск,5320.0,,2026-01-05T10:00:00+00:00,demo
ORD-100468,04.04.2025,Sale to individual,CAP-005,Cap #5,1800.0,1,1,06.04.2025,Delivered to buyer,2025-04-07 10:30:00,Яндекс.Маркет (Софьино),Новосибирск,1530.0,,2026-01-05T10:00:00+00:00,demo
ORD-100468,04.04.2025,Sale to individual,ACC-002,Accessorie #2,1440.0,1,1,06.04.2025,Delivered to buyer,2025-04-09 10:30:00,Яндекс.Маркет (Софьино),Новосибирск,1440.0,,2026-01-05T10:00:00+00:00,demo
ORD-100469,04.04.2025,Sale to individual,ACC-004,Accessorie #4,1120.0,1,0,,Cancelled,2025-04-08 13:51:00,Яндекс.Маркет (Софьино),Казань,,,2026-01-05T10:00:00+00:00,demo
ORD-100470,04.04.2025,Sale to individual,HOO-005,Hoodie #5,4850.0,1,1,06.04.2025,Delivered to buyer,2025-04-05 16:53:00,Яндекс.Маркет (Софьино),Москва,4607.5,,2026-01-05T10:00:00+00:00,demo
ORD-100470,04.04.2025,Sale to individual,T-S-008,T-Shirt #8,2110.0,1,1,06.04.2025,Delivered to buyer,2025-04-05 16:53:00,Яндекс.Маркет (Софьино),Москва,1899.0,,2026-01-05T10:00:00+00:00,demo
ORD-100471,04.04.2025,Sale to individual,CAP-004,Cap #4,1680.0,1,1,07.04.2025,Delivered to buyer,2025-04-05 22:15:00,Яндекс.Маркет (Софьино),Екатеринбург,1680.0,,2026-01-05T10:00:00+00:00,demo
ORD-100471,04.04.2025,Sale to individual,T-S-010,T-Shirt #10,2800.0,1,1,07.04.2025,Delivered to buyer,2025-04-06 22:15:00,Яндекс.Маркет (Софьино),Екатеринбург,2800.0,,2026-01-05T10:00:00+00:00,demo
ORD-100472,04.04.2025,Sale to individual,ACC-002,Accessorie #2,1440.0,2,2,05.04.2025,Delivered to buyer,2025-04-07 15:32:00,Яндекс.Маркет (Софьино),Казань,2448.0,,2026-01-05T10:00:00+00:00,demo
ORD-100472,04.04.2025,Sale to individual,T-S-007,T-Shirt #7,2890.0,1,1,05.04.2025,Delivered to buyer,2025-04-05 15:32:00,Яндекс.Маркет (Софьино),Казань,2890.0,,2026-01-05T10:00:00+00:00,demo
ORD-100473,04.04.2025,Sale to individual,T-S-002,T-Shirt #2,2190.0,1,1,06.04.2025,Delivered to buyer,2025-04-05 18:08:00,Яндекс.Маркет (Софьино),Москва,2080.5,,2026-01-05T10:00:00+00:00,demo
ORD-100473,04.04.2025,Sale to individual,T-S-010,T-Shirt #10,2800.0,1,1,06.04.2025,Delivered to buyer,2025-04-08 18:08:00,Яндекс.Маркет (Софьино),Москва,2660.0,,2026-01-05T10:00:00+00:00,demo
ORD-100473,04.04.2025,Sale to individual,CAP-005,Cap #5,1800.0,1,1,06.04.2025,Delivered to buyer,2025-04-09 18:08:00,Яндекс.Маркет (Софьино),Москва,1800.0,,2026-01-05T10:00:00+00:00,demo
ORD-100474,04.04.2025,Sale to individual,HOO-005,Hoodie #5,4850.0,1,1,07.04.2025,Return received in warehouse,2025-04-06 18:47:00,Яндекс.Маркет (Софьино),Казань,4607.5,4607.5,2026-01-05T10:00:00+00:00,demo
ORD-100475,05.04.2025,Sale to individual,T-S-007,T-Shirt #7,2890.0,1,1,06.04.2025,Delivered to buyer,2025-04-10 20:28:00,Яндекс.Маркет (Софьино),Казань,2890.0,,2026-01-05T10:00:00+00:00,demo
ORD-100476,05.04.2025,Sale to individual,T-S-010,T-Shirt #10,2800.0,1,1,07.04.2025,Delivered to buyer,2025-04-07 16:06:00,Яндекс.Маркет (Софьино),Санкт-Петербург,2380.0,,2026-01-05T10:00:00+00:00,demo
ORD-100476,05.04.2025,Sale to individual,T-S-010,T-Shirt #10,2800.0,1,1,07.04.2025,Delivered to buyer,2025-04-08 16:06:00,Яндекс.Маркет (Софьино),Санкт-Петербург,2800.0,,2026-01-05T10:00:00+00:00,demo
ORD-100477,05.04.2025,Sale to individual,T-S-006,T-Shirt #6,2570.0,1,1,09.04.2025,Delivered to buyer,2025-04-09 22:21:00,Яндекс.Маркет (Софьино),Новосибирск,2570.0,,2026-01-05T10:00:00+00:00,demo
ORD-100478,05.04.2025,Sale to individual,CAP-002,Cap #2,1800.0,2,2,09.04.2025,Delivered to buyer,2025-04-08 09:27:00,Яндекс.Маркет (Софьино),Екатеринбург,3060.0,,2026-01-05T10:00:00+00:00,demo
ORD-100479,05.04.2025,Sale to individual,CAP-002,Cap #2,1800.0,1,1,07.04.2025,Delivered to buyer,2025-04-09 13:52:00,Яндекс.Маркет (Софьино),Новосибирск,1800.0,,2026-01-05T10:00:00+00:00,demo
ORD-100479,05.04.2025,Sale to individual,CAP-004,Cap #4,1680.0,1,1,07.04.2025,Delivered to buyer,2025-04-08 13:52:00,Яндекс.Маркет (Софьино),Новосибирск,1512.0,,2026-01-05T10:00:00+00:00,demo
ORD-100479,05.04.2025,Sale to individual,T-S-003,T-Shirt #3,2990.0,2,2,07.04.2025,Delivered to buyer,2025-04-07 13:52:00,Яндекс.Маркет (Софьино),Новосибирск,5382.0,,2026-01-05T10:00:00+00:00,demo
ORD-100480,05.04.2025,Sale to individual,T-S-010,T-Shirt #10,2800.0,1,1,08.04.2025,Delivered to buyer,2025-04-09 10:55:00,Яндекс.Маркет (Софьино),Казань,2520.0,,2026-01-05T10:00:00+00:00,demo
ORD-100481,05.04.2025,Sale to individual,T-S-012,T-Shirt #12,2660.0,1,1,06.04.2025,Delivered to buyer,2025-04-10 09:30:00,Яндекс.Маркет (Софьино),Санкт-Петербург,2527.0,,2026-01-05T10:00:00+00:00,demo
ORD-100482,06.04.2025,Sale to individual,CAP-004,Cap #4,1680.0,1,1,07.04.2025,Delivered to buyer,2025-04-11 10:32:00,Яндекс.Маркет (Софьино),Казань,1596.0,,2026-01-05T10:00:00+00:00,demo
ORD-100482,06.04.2025,Sale to individual,CAP-004,Cap #4,1680.0,2,2,07.04.2025,Delivered to buyer,2025-04-11 10:32:00,Яндекс.Маркет (Софьино),Казань,3024.0,,2026-01-05T10:00:00+00:00,demo
ORD-100483,06.04.2025,Sale to individual,T-S-007,T-Shirt #7,2890.0,1,1,08.04.2025,Delivered to buyer,2025-04-11 11:39:00,Яндекс.Маркет (Софьино),Москва,2890.0,,2026-01-05T10:00:00+00:00,demo
ORD-100483,06.04.2025,Sale to individual,T-S-012,T-Shirt #12,2660.0,2,2,08.04.2025,Delivered to buyer,2025-04-11 11:39:00,Яндекс.Маркет (Софьино),Москва,4788.0,,2026-01-05T10:00:00+00:00,demo
ORD-100484,06.04.2025,Sale to individual,HOO-007,Hoodie #7,6730.0,2,2,08.04.2025,Delivered to buyer,2025-04-11 16:44:00,Яндекс.Маркет (Софьино),Москва,13460.0,,2026-01-05T10:00:00+00:00,demo
ORD-100485,06.04.2025,Sale to individual,T-S-008,T-Shirt #8,2110.0,1,1,07.04.2025,Delivered to buyer,2025-04-10 15:20:00,Яндекс.Маркет (Софьино),Москва,1793.5,,2026-01-05T10:00:00+00:00,demo
ORD-100485,06.04.2025,Sale to individual,ACC-003,Accessorie #3,1190.0,1,1,07.04.2025,Delivered to buyer,2025-04-07 15:20:00,Яндекс.Маркет (Софьино),Москва,1071.0,,2026-01-05T10:00:00+00:00,demo
ORD-100486,06.04.2025,Sale to individual,ACC-002,Accessorie #2,1440.0,1,1,08.04.2025,Delivered to buyer,2025-04-10 11:52:00,Яндекс.Маркет (Софьино),Москва,1440.0,,2026-01-05T10:00:00+00:00,demo
ORD-100486,06.04.2025,Sale to individual,HOO-007,Hoodie #7,6730.0,1,1,08.04.2025,Delivered to buyer,2025-04-11 11:52:00,Яндекс.Маркет (Софьино),Москва,6057.0,,2026-01-05T10:00:00+00:00,demo
ORD-100487,06.04.2025,Sale to individual,ACC-001,Accessorie #1,990.0,2,2,08.04.2025,Delivered to buyer,2025-04-07 15:12:00,Яндекс.Маркет (Софьино),Казань,1881.0,,2026-01-05T10:00:00+00:00,demo
ORD-100487,06.04.2025,Sale to individual,T-S-010,T-Shirt #10,2800.0,1,1,08.04.2025,Delivered to buyer,2025-04-11 15:12:00,Яндекс.Маркет (Софьино),Казань,2380.0,,2026-01-05T10:00:00+00:00,demo
ORD-100487,06.04.2025,Sale to individual,CAP-004,Cap #4,1680.0,2,2,08.04.2025,Delivered to buyer,2025-04-09 15:12:00,Яндекс.Маркет (Софьино),Казань,3360.0,,2026-01-05T10:00:00+00:00,demo
ORD-100488,06.04.2025,Sale to individual,CAP-002,Cap #2,1800.0,1,1,07.04.2025,Delivered to buyer,2025-04-07 13:57:00,Яндекс.Маркет (Софьино),Казань,1710.0,,2026-01-05T10:00:00+00:00,demo
ORD-100489,06.04.2025,Sale to individual,T-S-010,T-Shirt #10,2800.0,1,1,10.04.2025,Delivered to buyer,2025-04-10 14:44:00,Яндекс.Маркет (Софьино),Екатеринбург,2800.0,,2026-01-05T10:00:00+00:00,demo
ORD-100489,06.04.2025,Sale to individual,T-S-010,T-Shirt #10,2800.0,1,1,10.04.2025,Delivered to buyer,2025-04-11 14:44:00,Яндекс.Маркет (Софьино),Екатеринбург,2800.0,,2026-01-05T10:00:00+00:00,demo
ORD-100489,06.04.2025,Sale to individual,T-S-010,T-Shirt #10,2800.0,2,2,10.04.2025,Delivered to buyer,2025-04-10 14:44:00,Яндекс.Маркет (Софьино),Екатеринбург,5320.0,,2026-01-05T10:00:00+00:00,demo
ORD-100490,07.04.2025,Sale to individual,HOO-007,Hoodie #7,6730.0,2,0,,Cancelled,2025-04-09 10:08:00,Яндекс.Маркет (Софьино),Санкт-Петербург,,,2026-01-05T10:00:00+00:00,demo
ORD-100491,07.04.2025,Sale to individual,ACC-002,Accessorie #2,1440.0,1,1,11.04.2025,Delivered to buyer,2025-04-12 10:41:00,Яндекс.Маркет (Софьино),Новосибирск,1296.0,,2026-01-05T10:00:00+00:00,demo
ORD-100491,07.04.2025,Sale to individual,CAP-001,Cap #1,1630.0,2,2,11.04.2025,Delivered to buyer,2025-04-11 10:41:00,Яндекс.Маркет (Софьино),Новосибирск,2771.0,,2026-01-05T10:00:00+00:00,demo
ORD-100492,07.04.2025,Sale to individual,HOO-005,Hoodie #5,4850.0,1,1,09.04.2025,Delivered to buyer,2025-04-12 13:14:00,Яндекс.Маркет (Софьино),Санкт-Петербург,4365.0,,2026-01-05T10:00:00+00:00,demo
ORD-100492,07.04.2025,Sale to individual,HOO-005,Hoodie #5,4850.0,1,1,09.04.2025,Delivered to buyer,2025-04-08 13:14:00,Яндекс.Маркет (Софьино),Санкт-Петербург,4850.0,,2026-01-05T10:00:00+00:00,demo
ORD-100493,07.04.2025,Sale to individual,HOO-005,Hoodie #5,4850.0,1,1,10.04.2025,Delivered to buyer,2025-04-10 15:45:00,Яндекс.Маркет (Софьино),Москва,4122.5,,2026-01-05T10:00:00+00:00,demo
ORD-100494,07.04.2025,Sale to individual,T-S-012,T-Shirt #12,2660.0,1,1,08.04.2025,Delivered to buyer,2025-04-08 16:05:00,Яндекс.Маркет (Софьино),Москва,2261.0,,2026-01-05T10:00:00+00:00,demo
ORD-100495,07.04.2025,Sale to individual,T-S-012,T-Shirt #12,2660.0,1,1,08.04.2025,Delivered to buyer,2025-04-10 16:49:00,Яндекс.Маркет (Софьино),Екатеринбург,2394.0,,2026-01-05T10:00:00+00:00,demo
ORD-100495,07.04.2025,Sale to individual,ACC-002,Accessorie #2,1440.0,1,1,08.04.2025,Delivered to buyer,2025-04-09 16:49:00,Яндекс.Маркет (Софьино),Екатеринбург,1368.0,,2026-01-05T10:00:00+00:00,demo
ORD-100496,07.04.2025,Sale to individual,CAP-004,Cap #4,1680.0,1,1,10.04.2025,Delivered to buyer,2025-04-08 19:59:00,Яндекс.Маркет (Софьино),Екатеринбург,1428.0,,2026-01-05T10:00:00+00:00,demo
ORD-100496,07.04.2025,Sale to individual,T-S-009,T-Shirt #9,2030.0,1,1,10.04.2025,Delivered to buyer,2025-04-08 19:59:00,Яндекс.Маркет (Софьино),Екатеринбург,1725.5,,2026-01-05T10:00:00+00:00,demo
ORD-100496,07.04.2025,Sale to individual,HOO-007,Hoodie #7,6730.0,1,1,10.04.2025,Delivered to buyer,2025-04-08 19:59:00,Яндекс.Маркет (Софьино),Екатеринбург,6057.0,,2026-01-05T10:00:00+00:00,demo
ORD-100497,07.04.2025,Sale to individual,T-S-007,T-Shirt #7,2890.0,1,1,10.04.2025,Delivered to buyer,2025-04-08 16:04:00,Яндекс.Маркет (Софьино),Казань,2745.5,,2026-01-05T10:00:00+00:00,demo
ORD-100498,07.04.2025,Sale to individual,CAP-002,Cap #2,1800.0,1,1,09.04.2025,Return received in warehouse,2025-04-09 09:38:00,Яндекс.Маркет (Софьино),Казань,1710.0,1710.0,2026-01-05T10:00:00+00:00,demo
ORD-100498,07.04.2025,Sale to individual,HOO-007,Hoodie #7,6730.0,2,2,09.04.2025,Return received in warehouse,2025-04-12 09:38:00,Яндекс.Маркет (Софьино),Казань,13460.0,13460.0,2026-01-05T10:00:00+00:00,demo
ORD-100499,07.04.2025,Sale to individual,ACC-003,Accessorie #3,1190.0,2,2,09.04.2025,Delivered to buyer,2025-04-09 13:05:00,Яндекс.Маркет (Софьино),Новосибирск,2142.0,,2026-01-05T10:00:00+00:00,demo
ORD-100499,07.04.2025,Sale to individual,T-S-007,T-Shirt #7,2890.0,2,2,09.04.2025,Delivered to buyer,2025-04-09 13:05:00,Яндекс.Маркет (Софьино),Новосибирск,5780.0,,2026-01-05T10:00:00+00:00,demo
ORD-100500,07.04.2025,Sale to individual,HOO-007,Hoodie #7,6730.0,1,1,10.04.2025,Delivered to buyer,2025-04-11 19:53:00,Яндекс.Маркет (Софьино),Москва,6730.0,,2026-01-05T10:00:00+00:00,demo
ORD-100501,08.04.2025,Sale to individual,ACC-003,Accessorie #3,1190.0,2,2,12.04.2025,Delivered to buyer,2025-04-10 15:19:00,Яндекс.Маркет (Софьино),Новосибирск,2261.0,,2026-01-05T10:00:00+00:00,demo
ORD-100501,08.04.2025,Sale to individual,ACC-003,Accessorie #3,1190.0,2,2,12.04.2025,Delivered to buyer,2025-04-11 15:19:00,Яндекс.Маркет (Софьино),Новосибирск,2380.0,,2026-01-05T10:00:00+00:00,demo
ORD-100501,08.04.2025,Sale to individual,T-S-009,T-Shirt #9,2030.0,2,2,12.04.2025,Delivered to buyer,2025-04-11 15:19:00,Яндекс.Маркет (Софьино),Новосибирск,3654.0,,2026-01-05T10:00:00+00:00,demo
ORD-100502,08.04.2025,Sale to individual,HOO-007,Hoodie #7,6730.0,1,1,09.04.2025,Delivered to buyer,2025-04-11 18:02:00,Яндекс.Маркет (Софьино),Новосибирск,6393.5,,2026-01-05T10:00:00+00:00,demo
ORD-100502,08.04.2025,Sale to individual,ACC-004,Accessorie #4,1120.0,1,1,09.04.2025,Delivered to buyer,2025-04-11 18:02:00,Яндекс.Маркет (Софьино),Новосибирск,1120.0,,2026-01-05T10:00:00+00:00,demo
ORD-100503,08.04.2025,Sale to individual,CAP-002,Cap #2,1800.0,1,1,12.04.2025,Delivered to buyer,2025-04-11 17:25:00,Яндекс.Маркет (Софьино),Санкт-Петербург,1800.0,,2026-01-05T10:00:00+00:00,demo
ORD-100503,08.04.2025,Sale to individual,CAP-002,Cap #2,1800.0,1,1,12.04.2025,Delivered to buyer,2025-04-09 17:25:00,Яндекс.Маркет (Софьино),Санкт-Петербург,1800.0,,2026-01-05T10:00:00+00:00,demo
ORD-100503,08.04.2025,Sale to individual,HOO-005,Hoodie #5,4850.0,1,1,12.04.2025,Delivered to buyer,2025-04-09 17:25:00,Яндекс.Маркет (Софьино),Санкт-Петербург,4365.0,,2026-01-05T10:00:00+00:00,demo
ORD-100504,08.04.2025,Sale to individual,T-S-008,T-Shirt #8,2110.0,1,1,12.04.2025,Delivered to buyer,2025-04-09 09:43:00,Яндекс.Маркет (Софьино),Казань,2110.0,,2026-01-05T10:00:00+00:00,demo
ORD-100505,08.04.2025,Sale to individual,HOO-007,Hoodie #7,6730.0,1,1,09.04.2025,Delivered to buyer,2025-04-09 17:05:00,Яндекс.Маркет (Софьино),Екатеринбург,6730.0,,2026-01-05T10:00:00+00:00,demo
ORD-100505,08.04.2025,Sale to individual,CAP-004,Cap #4,1680.0,1,1,09.04.2025,Delivered to buyer,2025-04-13 17:05:00,Яндекс.Маркет (Софьино),Екатеринбург,1512.0,,2026-01-05T10:00:00+00:00,demo
ORD-100506,08.04.2025,Sale to individual,T-S-010,T-Shirt #10,2800.0,2,2,10.04.2025,Delivered to buyer,2025-04-12 22:07:00,Яндекс.Маркет (Софьино),Москва,5320.0,,2026-01-05T10:00:00+00:00,demo
ORD-100507,08.04.2025,Sale to individual,T-S-007,T-Shirt #7,2890.0,1,0,,Cancelled,2025-04-12 22:42:00,Яндекс.Маркет (Софьино),Москва,,,2026-01-05T10:00:00+00:00,demo
ORD-100508,08.04.2025,Sale to individual,T-S-008,T-Shirt #8,2110.0,2,2,11.04.2025,Delivered to buyer,2025-04-13 13:03:00,Яндекс.Маркет (Софьино),Москва,4220.0,,2026-01-05T10:00:00+00:00,demo
ORD-100509,08.04.2025,Sale to individual,T-S-007,T-Shirt #7,2890.0,1,1,12.04.2025,Delivered to buyer,2025-04-09 10:41:00,Яндекс.Маркет (Софьино),Новосибирск,2456.5,,2026-01-05T10:00:00+00:00,demo
ORD-100510,08.04.2025,Sale to individual,T-S-002,T-Shirt #2,2190.0,1,1,09.04.2025,Delivered to buyer,2025-04-09 19:16:00,Яндекс.Маркет (Софьино),Екатеринбург,1971.0,,2026-01-05T10:00:00+00:00,demo
ORD-100511,08.04.2025,Sale to individual,HOO-008,Hoodie #8,5940.0,1,1,09.04.2025,Delivered to buyer,2025-04-12 10:41:00,Яндекс.Маркет (Софьино),Казань,5643.0,,2026-01-05T10:00:00+00:00,demo
ORD-100512,08.04.2025,Sale to individual,T-S-012,T-Shirt #12,2660.0,1,1,12.04.2025,Delivered to buyer,2025-04-12 08:32:00,Яндекс.Маркет (Софьино),Москва,2660.0,,2026-01-05T10:00:00+00:00,demo
ORD-100512,08.04.2025,Sale to individual,CAP-004,Cap #4,1680.0,2,2,12.04.2025,Delivered to buyer,2025-04-13 08:32:00,Яндекс.Маркет (Софьино),Москва,3360.0,,2026-01-05T10:00:00+00:00,demo
ORD-100513,09.04.2025,Sale to individual,HOO-007,Hoodie #7,6730.0,1,1,13.04.2025,Delivered to buyer,2025-04-12 18:19:00,Яндекс.Маркет (Софьино),Москва,5720.5,,2026-01-05T10:00:00+00:00,demo
ORD-100514,10.04.2025,Sale to individual,T-S-008,T-Shirt #8,2110.0,1,1,13.04.2025,Delivered to buyer,2025-04-11 21:29:00,Яндекс.Маркет (Софьино),Санкт-Петербург,1899.0,,2026-01-05T10:00:00+00:00,demo
ORD-100514,10.04.2025,Sale to individual,HOO-004,Hoodie #4,5110.0,1,1,13.04.2025,Delivered to buyer,2025-04-11 21:29:00,Яндекс.Маркет (Софьино),Санкт-Петербург,4599.0,,2026-01-05T10:00:00+00:00,demo
ORD-100514,10.04.2025,Sale to individual,ACC-004,Accessorie #4,1120.0,2,2,13.04.2025,Delivered to buyer,2025-04-12 21:29:00,Яндекс.Маркет (Софьино),Санкт-Петербург,2240.0,,2026-01-05T10:00:00+00:00,demo
ORD-100515,10.04.2025,Sale to individual,T-S-010,T-Shirt #10,2800.0,2,2,12.04.2025,Delivered to buyer,2025-04-14 11:01:00,Яндекс.Маркет (Софьино),Казань,4760.0,,2026-01-05T10:00:00+00:00,demo
ORD-100515,10.04.2025,Sale to individual,CAP-004,Cap #4,1680.0,1,1,12.04.2025,Delivered to buyer,2025-04-13 11:01:00,Яндекс.Маркет (Софьино),Казань,1680.0,,2026-01-05T10:00:00+00:00,demo
ORD-100516,10.04.2025,Sale to individual,T-S-006,T-Shirt #6,2570.0,2,2,11.04.2025,Delivered to buyer,2025-04-12 13:50:00,Яндекс.Маркет (Софьино),Екатеринбург,4369.0,,2026-01-05T10:00:00+00:00,demo
ORD-100516,10.04.2025,Sale to individual,CAP-004,Cap #4,1680.0,1,1,11.04.2025,Delivered to buyer,2025-04-11 13:50:00,Яндекс.Маркет (Софьино),Екатеринбург,1680.0,,2026-01-05T10:00:00+00:00,demo
ORD-100517,10.04.2025,Sale to individual,ACC-002,Accessorie #2,1440.0,1,1,11.04.2025,Return received in warehouse,2025-04-12 10:31:00,Яндекс.Маркет (Софьино),Санкт-Петербург,1440.0,1440.0,2026-01-05T10:00:00+00:00,demo
ORD-100517,10.04.2025,Sale to individual,HOO-006,Hoodie #6,6060.0,1,1,11.04.2025,Return received in warehouse,2025-04-11 10:31:00,Яндекс.Маркет (Софьино),Санкт-Петербург,5757.0,5757.0,2026-01-05T10:00:00+00:00,demo
ORD-100518,10.04.2025,Sale to individual,T-S-005,T-Shirt #5,1950.0,1,1,11.04.2025,Delivered to buyer,2025-04-12 17:10:00,Яндекс.Маркет (Софьино),Екатеринбург,1950.0,,2026-01-05T10:00:00+00:00,demo
ORD-100519,11.04.2025,Sale to individual,ACC-004,Accessorie #4,1120.0,1,1,14.04.2025,Return received in warehouse,2025-04-13 18:25:00,Яндекс.Маркет (Софьино),Екатеринбург,1064.0,1064.0,2026-01-05T10:00:00+00:00,demo
ORD-100520,11.04.2025,Sale to individual,T-S-002,T-Shirt #2,2190.0,1,1,13.04.2025,Return received in warehouse,2025-04-13 08:37:00,Яндекс.Маркет (Софьино),Казань,1971.0,1971.0,2026-01-05T10:00:00+00:00,demo
ORD-100521,11.04.2025,Sale to individual,T-S-009,T-Shirt #9,2030.0,1,0,,Cancelled,2025-04-15 13:35:00,Яндекс.Маркет (Софьино),Санкт-Петербург,,,2026-01-05T10:00:00+00:00,demo
ORD-100521,11.04.2025,Sale to individual,HOO-005,Hoodie #5,4850.0,1,0,,Cancelled,2025-04-15 13:35:00,Яндекс.Маркет (Софьино),Санкт-Петербург,,,2026-01-05T10:00:00+00:00,demo
ORD-100522,11.04.2025,Sale to individual,CAP-002,Cap #2,1800.0,1,1,13.04.2025,Delivered to buyer,2025-04-15 08:00:00,Яндекс.Маркет (Софьино),Екатеринбург,1620.0,,2026-01-05T10:00:00+00:00,demo
ORD-100523,12.04.2025,Sale to individual,T-S-009,T-Shirt #9,2030.0,1,0,,Cancelled,2025-04-14 10:13:00,Яндекс.Маркет (Софьино),Санкт-Петербург,,,2026-01-05T10:00:00+00:00,demo
ORD-100523,12.04.2025,Sale to individual,T-S-012,T-Shirt #12,2660.0,2,0,,Cancelled,2025-04-13 10:13:00,Яндекс.Маркет (Софьино),Санкт-Петербург,,,2026-01-05T10:00:00+00:00,demo
ORD-100523,12.04.2025,Sale to individual,T-S-009,T-Shirt #9,2030.0,1,0,,Cancelled,2025-04-16 10:13:00,Яндекс.Маркет (Софьино),Санкт-Петербург,,,2026-01-05T10:00:00+00:00,demo
ORD-100524,12.04.2025,Sale to individual,ACC-004,Accessorie #4,1120.0,1,1,14.04.2025,Delivered to buyer,2025-04-17 16:15:00,Яндекс.Маркет (Софьино),Москва,952.0,,2026-01-05T10:00:00+00:00,demo
ORD-100525,12.04.2025,Sale to individual,T-S-002,T-Shirt #2,2190.0,1,1,14.04.2025,Delivered to buyer,2025-04-16 15:49:00,Яндекс.Маркет (Софьино),Москва,1971.0,,2026-01-05T10:00:00+00:00,demo
ORD-100526,12.04.2025,Sale to individual,HOO-007,Hoodie #7,6730.0,1,1,13.04.2025,Delivered to buyer,2025-04-15 10:42:00,Яндекс.Маркет (Софьино),Казань,6057.0,,2026-01-05T10:00:00+00:00,demo
ORD-100527,12.04.2025,Sale to individual,T-S-004,T-Shirt #4,1960.0,1,1,16.04.2025,Delivered to buyer,2025-04-13 17:51:00,Яндекс.Маркет (Софьино),Москва,1960.0,,2026-01-05T10:00:00+00:00,demo
ORD-100528,12.04.2025,Sale to individual,CAP-002,Cap #2,1800.0,1,1,13.04.2025,Delivered to buyer,2025-04-14 16:07:00,Яндекс.Маркет (Софьино),Екатеринбург,1620.0,,2026-01-05T10:00:00+00:00,demo
ORD-100529,12.04.2025,Sale to individual,CAP-003,Cap #3,1680.0,1,1,15.04.2025,Return received in warehouse,2025-04-14 18:57:00,Яндекс.Маркет (Софьино),Казань,1680.0,1680.0,2026-01-05T10:00:00+00:00,demo
